fec_proceso;cod_nominalpago;cod_nominalrecib;imp_npvpago;imp_npvrec;cod_cur_pl;cod_numoperfront;imp_irdfpv1;imp_irdfpv2;imp_csfi;imp_csnf;imp_fe;imp_fefi;imp_fpnfcp;imp_fpnfrv;imp_ftfi;imp_delta;imp_gamma;imp_rho;imp_theta;imp_vega;imp_zcsnv;cod_counterpart;cod_cntrplb;xti_isinternal;imp_lqty;cod_portfolio;imp_rtccp0;imp_rtccp1;xti_rtpr0;xti_rtpr1;cod_family;cod_grupo;cod_tipoproducto;imp_mvnfcp;imp_mvnfrv;cod_tipoperacion;fec_expirydate;fec_lastflow;cod_status;fec_tetrn;fec_initialpay;cod_seccod;imp_nominal;cod_strument;cod_cd;imp_rtacr0;imp_rtacr1;imp_iqty;xti_delivsettle;cod_strtgy;cod_accsct;cod_operaorigen;cod_lastmrktoper;fec_lastmrktoper;cod_dtefst;cod_valstat;cod_entity;imp_volatility;imp_forwardpago;imp_pot;imp_nomientrfs;imp_nomientrfx;imp_nomisalidafs;imp_nomisalidafx;imp_fmv;imp_nonfmv;cod_divisanomi;imp_tipocambio;cod_diventradafx;cod_divsalidafx;cod_csatype;cod_nomvivopago;cod_nomvivorecibo;fec_nextfixrecibo;fec_nextfixpago;cod_nextfixpatarec;cod_nextfixpatapago;cod_m_collagcat;imp_pl_csnfcp2;imp_pl_csnfrv2;imp_pl_rvu2;cod_pl_inscur;cod_vegaquot;imp_total_ffc;cod_tp_dtefxgf;cod_tp_dtefxgl;cod_tp_dtefst;cod_tp_dtelst;imp_tp_rtamc00;imp_tp_rtamc10;cod_tp_rtdpn00;cod_tp_rtdpn10;cod_tp_rtdxc00;cod_tp_rtdxc10;cod_tp_rtdxg00;cod_tp_rtdxg10;imp_tp_rtfxc00;imp_tp_rtfxc10;cod_model;fec_dtesys;cod_tp_nomcur;cod_divpago;cod_divrecibo;xti_compraventa;fec_ultfixpago;fec_ultfixrecibo;imp_mvpago;imp_mvrecibo;imp_mvcontrasala;imp_mvcontraeur;imp_plpago;imp_plrecibo;imp_plcontrasala;imp_plcontraeur;cod_aplicacionfront;ind_adj;des_ficorig;xti_murex;cod_region
08/04/2024;0;0;0;0;USD;40494381;0;0;-4270.776199;-49631.312082;-3.93;-0.338169;0;0;0;0;0;0;0;0;0;288810096;GOLDMAN SACHS AND CO;N;0;XEQMEX OTC;0;0;;;EQD;EQUIT;;0;0;B;11/05/2021;11/05/2021;DEAD;11/05/2021;13/05/2021;;50288.04;USD-FXI.N;1;0;0;1122;D;;;0;NET;31/12/2021;11/05/2021;Confirmed;001820997;0;0;0;0;50288.04;50288.04;0;0;0;;0.922027;;;EMPTY;0;0;;;0;0;2018;-50288.04;656.727918;0;USD;;0;;;11/05/2021;11/05/2021;0;0;;;;;;;0;0;;11/05/2021;USD;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA3;3;EU
08/04/2024;0;0;0;0;GBP;38211409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BGMBAMS;BBVA GLOBAL MARKETS B V;N;0;GL_NP_INDX2;0;0;P;R;EQD;RTRN;SWAP;0;0;B;02/12/2026;02/12/2026;DEAD;20/11/2020;20/11/2020;;-480000;GBP-FTSE IND;1;0;0;1;;ST-145885;;0;RPL_D;20/11/2020;04/12/2020;FoToValidate;001820997;0;0;0;480000;-480000;-480000;480000;0;0;GBP;1.165843;GBP;GBP;COLLATERAL EUR;0;0;;;0;0;1002;0;0;0;GBP;;0;04/12/2020;02/12/2026;04/12/2020;02/12/2026;0;0;;;;;;;0;0;;20/11/2020;GBP;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;;3;EU
08/04/2024;0;320000;0;307622.7;EUR;48998373;307554.44;0;-13524.66048;-300738.630137;0;0;0;0;-68.259695;-237.33393;0;0;14.81584;0;0;RF_CORP_AUT;;Y;320000;RF_CORP_UTIL;320000;0;R;P;IRD;BOND;;304070.3456;3552.349727;B;15/08/2032;15/08/2032;LIVE;20/12/2022;22/12/2022;DE0001102606;320000;DBR 1.7 150832;1;0;0;320000;;;;0;;;08/07/2022;Confirmed;001820997;0;0;0;0;320000;0;0;307554.435632;307622.695327;;1;EUR;EUR;INTERNAL;0;320000;;;0;0;1005;-304256;3517.369863;7069.71959;EUR;;0;;;08/07/2022;15/08/2032;5440;0;15/08/2025;;;;;;0;0;Plain;20/12/2022;EUR;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA1;3;EU
08/04/2024;0;0;0;0;EUR;40445958;94401.53;0;-1734.23722;-41596.952503;0;0;0;0;-21.167219;1389.99682;0;-0.51726;-0.01358;0;-0.05;BOLSA;CONTRAPARTIDA GENERICA PARA OPERAC: DE VALORES;N;1390;SD_OILGAS;0;0;;;EQD;EQUIT;;94422.7;0;B;07/05/2021;07/05/2021;LIVE;07/05/2021;11/05/2021;;54565.65;EUR-TOTF.PA;1;0;0;1390;D;;;0;;;07/05/2021;Confirmed;001820997;0;0;0;0;54565.65;54565.65;0;94401.532781;94422.7;;1;;;EMPTY;0;1390;;;0;0;2018;-54565.652503;12968.7;12968.7;EUR;;0;;;07/05/2021;07/05/2021;0;0;;;;;;;0;0;;07/05/2021;EUR;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA3;3;EU
08/04/2024;0;0;0;0;EUR;48841650;0;0;-6741.16755;-192105.8586;0;0;0;0;0;0;0;0;0;0;0;EQ_US_EXO_INDEX;;Y;0;EMISION;0;0;P;R;IRD;LN_BR;;0;0;S;09/05/2023;09/05/2023;DEAD;29/04/2022;03/05/2022;;189825.36;EURIBOR 3M;1;0;0;189825.36;;;MTN166720;45405331;EXP;09/05/2023;06/05/2022;Confirmed;001821396;0;0;0;0;189825.36;0;189825.36;0;0;;1;EUR;EUR;COLLATERAL EUR;0;0;;;0;0;1002;-189825.36;-2280.4986;0;EUR;;0;04/05/2022;07/02/2023;06/05/2022;09/05/2023;0;0;;;;;;;0;0;;09/12/2022;EUR;0;0;S;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA1;3;EU
08/04/2024;0;0;0;0;USD;48070256;0;0;-9852.789721;-131250;0;0;0;0;0;0;0;0;0;0;0;CBOE;CHICAGO BOARD OPTIONS EXCHANGE;N;0;XEQMEX OTC;0;0;;;EQD;OPT;ORG;0;0;B;16/12/2022;16/12/2022;DEAD;24/10/2022;25/10/2022;;1050000;USD-INTC.O;1;0;0;350;D;;;0;EXR;16/12/2022;25/10/2022;Confirmed;001820997;0;0;0;0;1050000;1050000;0;0;0;USD;0.922027;;;COLLATERAL CCP;0;0;;;0;0;2009;-131250;0;0;USD;;0;;;25/10/2022;16/12/2022;0;0;;;;;;;0;0;;24/10/2022;USD;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA3;3;EU
08/04/2024;0;0;0;0;EUR;47947946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BONOS FORWARD;;Y;0;INT DEUDA;0;0;P;R;IRD;BOND;FWD;0;0;S;13/06/2023;15/06/2029;DEAD;17/10/2022;15/06/2023;;25000000;BTPS 2.8 150629;1;0;0;25000000;;;;0;EXR;13/06/2023;16/05/2022;Confirmed;001820997;0;0;0;0;0;0;25000000;0;0;;1;EUR;CTR;INTERNAL;0;0;;;0;0;1005;0;0;0;EUR;;0;;;16/05/2022;15/06/2029;0;0;;;;;;;0;0;;17/10/2022;EUR;0;0;S;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA1;3;EU
08/04/2024;0;0;0;0;COP;7752481;0;0;-349847697.868744;-988429194.522603;0;0;0;0;0;0;0;0;0;0;0;MADLASALES;;Y;0;BSI_AGENTLAT;0;0;R;P;IRD;BOND;;0;0;B;28/06/2027;28/06/2027;DEAD;10/03/2014;13/03/2014;;1100000000;COLOM 9.85 0627;1;0;0;1100000000;;;;0;XIT;04/09/2017;28/06/2007;Confirmed;BBVANYSEC;0;0;0;0;1100000000;0;0;0;0;;0.000246;COP;COP;EMPTY;0;0;;;0;0;2018;-1345538920.55;357109726.027397;0;COP;;0;;;28/06/2007;28/06/2027;0;0;;;;;;;0;0;;10/03/2014;COP;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA1;3;EU
08/04/2024;0;0;0;0;EUR;4817144;0;0;33018.083211;1717942.439402;0;0;0;0;0;0;0;0;0;0;0;280030052;DEUTSCHE BANK AG;N;0;ESP-INFLATION;0;0;R;P;IRD;IRS;;0;0;B;19/04/2016;19/04/2016;DEAD;15/04/2011;19/04/2011;;20000000;ESP SPIPC;1;0;0;20000000;;;;0;EXP;03/10/2016;19/04/2011;Confirmed;001820997;0;0;0;0;20000000;0;20000000;0;0;;1;EUR;EUR;COLLATERAL EUR;0;0;;;0;0;1002;0;1717942.439402;0;EUR;;0;19/04/2011;19/04/2016;19/04/2011;19/04/2016;0;0;;;;;;;0;0;;15/04/2011;EUR;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA1;3;EU
08/04/2024;0;0;0;0;EUR;34671868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CVA_PREMIUMS;;Y;0;PLANES;0;0;R;P;SCF;SCF;SCF;0;0;S;09/03/2020;09/03/2020;DEAD;09/03/2020;;;34004;EUR;1;0;0;1;;;;34644809;RPL_M;09/03/2020;09/03/2020;FoToValidate;001820997;0;0;0;0;1;0;1;0;0;;1;;EUR;INTERNAL;0;0;;;0;0;1005;0;0;0;EUR;;0;;;09/03/2020;09/03/2020;0;0;;;;;;;0;0;;10/03/2020;EUR;0;0;S;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA2;3;EU
08/04/2024;0;0;0;0;USD;37313903;0;0;542.518221;6262.75;-0.94;-0.081424;0;0;0;0;0;0;0;0;0;288810096;GOLDMAN SACHS AND CO;N;0;XEQMEX OTC;0;0;;;EQD;EQUIT;;0;0;S;17/09/2020;17/09/2020;DEAD;17/09/2020;21/09/2020;;6394;USD-NXPI.O;1;0;0;50;D;;;0;NET;31/12/2021;17/09/2020;Confirmed;001820997;0;0;0;6394;0;0;6394;0;0;;0.922027;;;EMPTY;0;0;;;0;0;2018;6394;-131.25;0;USD;;0;;;17/09/2020;17/09/2020;0;0;;;;;;;0;0;;17/09/2020;USD;0;0;S;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA3;3;EU
08/04/2024;0;0;0;0;EUR;53074581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1DEMPAR;CAISSE FRANCAISE DE FINANCEMENT LOCAL;N;0;VTC BBVA;0;0;R;P;IRD;CF;;0;0;B;02/09/2042;01/09/2042;DEAD;10/08/2022;11/08/2022;;150000000;EURIBOR 12M;1;0;0;150000000;C;ST-170073;;46963118;RPL_M;10/08/2022;01/09/2022;EventPending;001820997;0;0;0;0;150000000;0;150000000;0;0;;1;EUR;EUR;COLLATERAL ESTR;0;0;;;0;0;2022;0;0;0;EUR;;0;30/08/2022;29/08/2041;01/09/2022;01/09/2042;0;0;;;;;;;0;0;;05/09/2023;EUR;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA1;3;EU
08/04/2024;0;0;0;0;EUR;41048566;249.54;0;-15.914884;-388.2;0;0;0;0;-0.055385;12;0;-0.00136;-0.00003;0;0;BOLSA;CONTRAPARTIDA GENERICA PARA OPERAC: DE VALORES;N;12;MM_ETF_IBEX;0;0;;;EQD;EQUIT;;249.6;0;B;23/06/2021;23/06/2021;LIVE;23/06/2021;25/06/2021;;411.6;EUR-FDR.MC;1;0;0;12;D;;;0;;;23/06/2021;Confirmed;001820997;0;0;0;0;411.6;411.6;0;249.544615;249.6;;1;;;EMPTY;0;12;;;0;0;2018;-411.6;23.4;23.4;EUR;;0;;;23/06/2021;23/06/2021;0;0;;;;;;;0;0;;23/06/2021;EUR;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA3;3;EU
08/04/2024;0;0;0;0;COP;34320777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280770090;MORGAN STANLEY AND CO INTERNATIONAL;N;0;CRDCOP;0;0;P;R;IRD;IRS;;0;0;B;21/02/2023;21/02/2023;DEAD;13/02/2020;18/02/2020;;25000000000;COP IBR_ZC;1;0;0;25000000000;;;;0;AMD_C;13/02/2020;18/02/2020;MxDefault;001820997;0;0;0;0;25000000000;0;25000000000;0;0;USD;0.000246;COP;COP;COLLATERAL EUR;0;0;;;0;0;1002;0;0;0;COP;;0;18/02/2020;20/02/2023;18/02/2020;21/02/2023;0;0;;;;;;;0;0;;13/02/2020;COP;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA1;3;EU
08/04/2024;0;0;-3808640;0;HKD;54334192;-3807741.89;0;65851.545605;4058849.11875;0;0;0;0;898.110956;-54099.05533;0;20.86433;22.39565;0;2.08;ASISSDELTA;;Y;54100;ASISSMONOHK;0;0;P;P;EQD;EQUIT;;-3808640;0;S;21/11/2023;21/11/2023;LIVE;21/11/2023;23/11/2023;;4111600;HKD-9988.HK;1;0;0;54100;D;;;0;;;21/11/2023;Confirmed;001820997;0;0;0;4111600;0;0;4111600;-3807741.889044;-3808640;;0.117722;;;INTERNAL;0;54100;;;0;0;1005;4111600;-52750.88125;-52750.88125;HKD;;0;;;21/11/2023;21/11/2023;0;0;;;;;;;0;0;;21/11/2023;HKD;0;0;S;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA3;3;EU
08/04/2024;-1983000;0;-2078895.43;0;USD;49620175;-2078281.48;0;121780.515195;1860989.429023;0;0;0;0;613.952605;10.78323;0;0;-307.12381;0;11.12;NP_MICRO_ACC;;Y;1983000;EMISION;-1983000;0;P;R;IRD;LN_BR;;-2078895.428736;0;S;03/02/2027;03/02/2027;MKT_OP;31/01/2023;02/02/2023;;1983000;USD MTN CMP;1;-23158.71;0;1983000;;;MTN174629;0;FIX;05/02/2024;03/02/2023;Confirmed;001821396;0;0;0;0;1983000;0;1983000;-2078281.476131;-2078895.428736;;0.922027;USD;USD;COLLATERAL SOFR;0;1983000;;;0;0;2023;1983000;-122010.570978;-122010.570978;USD;;0;03/02/2023;02/02/2027;03/02/2023;03/02/2027;0;0;05/08/2024;;06/05/2024;;02/08/2024;;5.347709;0;;31/01/2023;USD;0;0;S;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA1;3;EU
08/04/2024;0;0;0;0;EUR;36189954;-679434.71;0;21490.383218;550000;0;0;0;0;150.796089;-60434.99792;0;3.72292;0.09774;0;0.37;A48267850;KUTXABAN GESTION SGIIC S.A.;N;60434.99792928;FONDCEST;0;0;;;EQD;EQUIT;;-679585.508215;0;S;30/03/2009;30/03/2009;LIVE;30/03/2009;02/04/2009;;550000;EUR-BASKPLS.SM;1;0;0;60434.99792928;D;;;3507315;;;30/03/2009;Confirmed;001820997;0;0;0;550000;0;0;550000;-679434.712126;-679585.508215;;1;;;EMPTY;0;60434.9979;;;0;0;2018;550000;0;0;EUR;;0;;;30/03/2009;30/03/2009;0;0;;;;;;;0;0;;30/03/2009;EUR;0;0;S;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA3;3;EU
08/04/2024;0;1867000;0;1611574.47;EUR;45522103;1611216.48;0;-72555.434392;-1562824.749779;0;0;0;0;-357.988277;-967.18134;0;0;48.36768;0;0;E_ITALY;;Y;1867000;VENT_EBOND;1867000;0;R;P;IRD;BOND;;1608212.3295;3362.138736;B;01/08/2030;01/08/2030;LIVE;09/05/2022;11/05/2022;IT0005403396;1867000;BTPS 0.95 0830;1;0;0;1867000;;;;0;;;01/03/2020;Confirmed;001820997;0;0;0;0;1867000;0;0;1611216.479959;1611574.468236;;1;EUR;EUR;INTERNAL;0;1867000;;;0;0;1005;-1593447.16;30622.410221;33984.548957;EUR;;0;;;01/03/2020;01/08/2030;8868.25;0;03/02/2025;;;;;;0;0;Plain;09/05/2022;EUR;0;0;B;;;0;0;0;0;0;0;0;0;MUREX;;EUROPA1;3;EU
